,url,header,location,price,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Fellesgjeld,Omkostninger,Totalpris,Felleskost/mnd.,Rom,Tomteareal,Kommunale avg.,Bruttoareal,Tomt,Grunnflate,Renovert år,Boligselgerforsikring,Pris med fellesgjeld,Utleiedel
0,https://www.finn.no/realestate/homes/ad.html?finnkode=204193722,"Lys og usjenert 2(3)-roms andel med innglasset balkong, ingen gjenboere, kjøkken fra 2017 og heis. Varmtvann inkl!","Granstangen 16B, 1051 Oslo",2500000,Leilighet,Andel,1,55 m²,61.0,4,1977,C -rød,276 000 kr,8 626 kr,2784626.0,4 123 kr,,,,,,,,,,
1,https://www.finn.no/realestate/homes/ad.html?finnkode=191232017,Tomannsbolig med skjermet og rolig beliggenhet. Hage og balkong med nydelig utsikt. Moderniseringsbehov.,"Bjørnstadbakken 3, 0672 Oslo",7500000,Tomannsbolig,Eier (Selveier),2,110 m²,119.0,,1961,,,188 842 kr,7688842.0,,4,696 m² (festet),11 398 kr per år,,,,,,,
2,https://www.finn.no/realestate/homes/ad.html?finnkode=200343106,"Ringnes Park: Nyere, oppgradert 3-roms selveier med heis og mulig garasjeplass - Vestvendt balkong - Fyring og vv inkl","Toftes gate 21A, 0556 Oslo",5500000,Leilighet,Eier (Selveier),2,65 m²,65.0,3,2009,D -mørkegrønn,,138 842 kr,5638842.0,2 848 kr,,,,,,,,,,
3,https://www.finn.no/realestate/homes/ad.html?finnkode=204226047,Lekker og lys 2-roms med solrik balkong. Vendt inn mot rolig bakgård. Varmtvann og fyring ink. Heis. Perfekt for utleie!,"Rubina Ranas gate 10, 0190 Oslo",3700000,Leilighet,Eier (Selveier),1,41 m²,41.0,4,2007,D -mørkegrønn,,104 042 kr,3804042.0,2 292 kr,,,,,,,,,,
4,https://www.finn.no/realestate/homes/ad.html?finnkode=199225941,"Flott terrasseleil. (141 kvm) med heis, peis, terrasser og garasje. 2 nye bad og nytt kjøkken. Oppusset 2017","Åsstubben 62, 0381 Oslo",9850000,Leilighet,Eier (Selveier),3,141 m²,147.0,1,1983,G -oransje,33 000 kr,247 592 kr,10130592.0,4 968 kr,,,,,,,,,,
5,https://www.finn.no/realestate/homes/ad.html?finnkode=204483446,Lys og pen 2-roms gjennomgående leilighet v/ marka. Peis. Solrik balkong med fin utsikt. Rolig og idyllisk.,"Dugnadsveien 9, 0590 Oslo",3550000,Leilighet,Andel,1,57 m²,57.0,2,1952,F -oransje,46 343 kr,8 614 kr,3604957.0,3 137 kr,,,,,,,,,,
6,https://www.finn.no/realestate/homes/ad.html?finnkode=204430340,Rålekker 1-roms med standard fra 2018 - Fransk balkong - Rett ved Nordmarka - Perfekt førstegangskjøp/utleieobjekt!,"Folke Bernadottes vei 2, 0862 Oslo",2850000,Leilighet,Eier (Selveier),0,28 m²,28.0,2,1962,G -rød,1 763 kr,73 862 kr,2925625.0,1 540 kr,,,,,,,,,,
7,https://www.finn.no/realestate/homes/ad.html?finnkode=204084068,"Lys, stilig og gjennomført studioleilighet ved Akerselva med supersentral beliggenhet - Heis - Felles takterrasse.","Christian Krohgs gate 30, 0186 Oslo",2800000,Leilighet,Andel,,46 m²,46.0,5,1896,G -mørkegrønn,1 026 202 kr,8 060 kr,3834262.0,6 491 kr,1,,,,,,,,,
8,https://www.finn.no/realestate/homes/ad.html?finnkode=204708526,Lys og pen 2 roms selveier m/ flott intern beliggenhet! Vestvendt balkong og god planløsning. Gangavstand til BI.,"Gunnar Schjelderups vei 11S, 0485 Oslo",4100000,Leilighet,Eier (Selveier),1,45 m²,45.0,2,2006,,,114 042 kr,4214042.0,2 371 kr,,18871 m² (eiet),,,,,,,,
9,https://www.finn.no/realestate/homes/ad.html?finnkode=200554402,"Nyoppført, strøken 3-roms med sørvendt balkong og utsikt mot sjøkanten. Høy standard. Åpent for snarlig overtakelse.","Rostockgata 56, 0194 Oslo",8400000,Leilighet,Eier (Selveier),2,66 m²,71.0,3,2020,A -mørkegrønn,,211 170 kr,8611170.0,3 098 kr,,,,,,,,,,
10,https://www.finn.no/realestate/homes/ad.html?finnkode=204873306,Stor og lys 3(4)-roms selveier med solrik balkong | Kort vei til T-bane & Linderud senter | P-plass | Oppussingsobjekt,"Linderudveien 9, 0594 Oslo",3190000,Leilighet,Eier (Selveier),2,71 m²,71.0,4,1965,G -mørkegrønn,105 233 kr,93 940 kr,3389173.0,4 203 kr,,,,,,,,,,
11,https://www.finn.no/realestate/homes/ad.html?finnkode=203613324,UNIK MULIGHET | Rekkehus i selveste Kampen Hageby! | Boligen har garasjeplass og sentral beliggenhet |MÅ SEES!,"Kampen hageby 51, 0655 Oslo",10490000,Rekkehus,Eier (Selveier),3,107 m²,107.0,3,1994,E -oransje,43 000 kr,264 694 kr,10797694.0,3 182 kr,,,,,,,,,,
12,https://www.finn.no/realestate/homes/ad.html?finnkode=204181661,"Gjennomgående og lys 3-roms med solrik balkong, lekkert kjøkken og god planløsning. Nyere peis. Attraktiv beliggenhet","Lillebergveien 17, 0662 Oslo",4850000,Leilighet,Andel,2,64 m²,64.0,1,1953,G -oransje,137 000 kr,8 626 kr,4995626.0,4 387 kr,,,,,,,,,,
13,https://www.finn.no/realestate/homes/ad.html?finnkode=196679904,Koselig enebolig i Nordstrandveien selges med IG for tilbygg - Mulighet for 4-5 soverom - Stort potensiale,"Nordstrandveien 123, 1164 Oslo",5350000,Enebolig,Eier (Selveier),2,78 m²,87.0,,1945,F -oransje,,154 019 kr,5504019.0,,5,,12 598 kr per år,,,,,,,
14,https://www.finn.no/realestate/homes/ad.html?finnkode=195878767,"Stor og eksklusiv 3(4)-roms front- og hjørneleil. med fantastisk sjøutsikt, sydvestvendt balkong på 16 kvm og garasje","Operagata 16, 0194 Oslo",17950000,Leilighet,Eier (Selveier),2,124 m²,129.0,4,2019,B -mørkegrønn,,457 527 kr,18407527.0,6 118 kr,,,,,,,,,,
15,https://www.finn.no/realestate/homes/ad.html?finnkode=204702477,Moderne og påkostet 3-roms. Betydelig pusset opp i 2017. Lave omkostninger - ingen dok.avgift. Ikke forkjøpsrett.,"Kyrre Grepps gate 20, 0479 Oslo",4800000,Leilighet,Andel,2,61 m²,61.0,2,1931,G -rød,124 696 kr,8 032 kr,4932728.0,3 212 kr,,,,,,,,,,
16,https://www.finn.no/realestate/homes/ad.html?finnkode=204041553,Stor og meget delikat 3/4-roms - Vestvendt balkong med gode solforhold - Kjøkken fra 2018 - Garasjeplass og heis,"Årvollveien 58V, 0590 Oslo",5650000,Leilighet,Eier (Selveier),2,76 m²,76.0,4,2005,D -rød,2 135 kr,152 870 kr,5805005.0,2 822 kr,,,,,,,,,,
17,https://www.finn.no/realestate/homes/ad.html?finnkode=204236588,Arealeffektiv hjørneleilighet med god standard - Balkong med grønt utsyn - Heis - 2 sov - Attraktiv og rolig beliggenhet,"Folke Bernadottes vei 6, 0862 Oslo",3950000,Leilighet,Andel,2,44 m²,44.0,2,1961,G -rød,21 000 kr,14 055 kr,3985055.0,2 992 kr,,,,,,,,,,
18,https://www.finn.no/realestate/homes/ad.html?finnkode=149404933,GARASJEPLASS til salgs i Frogner Atrium,"SKOVVEIEN 4 - garasjeplass, 0257 Oslo",1000000,Garasje/Parkering,Andel,0,20 m²,1.0,,1993,,,30 722 kr,1030722.0,400 kr,,,,,,,,,,
19,https://www.finn.no/realestate/homes/ad.html?finnkode=203810906,Lys og flott 2-roms i 2.etg|Balkong på ca 8kvm|Heis|V.V/fyring inkl.|Attraktiv beliggenhet ved Valle Hovin!,"St. Jørgens vei 32, 0662 Oslo",3850000,Leilighet,Andel,1,54 m²,54.0,2,1955,F -mørkegrønn,95 000 kr,8 626 kr,3953626.0,3 089 kr,,,,,,,,,,
20,https://www.finn.no/realestate/homes/ad.html?finnkode=203706737,Svært delikat og moderne 3-roms andelsleilighet med solrik innglasset balkong og privat hage | Garasjeplass | Kun TG1!,"Vestre Haugen 76, 1054 Oslo",3550000,Leilighet,Andel,2,87 m²,100.0,-1,1974,E -rød,399 000 kr,8 626 kr,3957626.0,5 247 kr,,,,,,,,,,
21,https://www.finn.no/realestate/homes/ad.html?finnkode=204589801,Velkommen til denne lekre 3(4)-roms leiligheten over 2 plan og 2 solrike balkonger| Nytt kjøkken 2019|V.v og fyring ink.,"Oppsalstubben 1A, 0685 Oslo",5200000,Leilighet,Andel,2,75 m²,78.0,3,1959,F -mørkegrønn,73 000 kr,15 526 kr,5288526.0,4 124 kr,,,,,,,,,,
22,https://www.finn.no/realestate/homes/ad.html?finnkode=203501886,Trivelig 3-roms selveierleilighet med gj.gående planløsning og balkong. Fyring og v/vann inkl.,"Lindeberglia 26, 1069 Oslo",2850000,Leilighet,Eier (Selveier),2,64 m²,,,1956,F -mørkegrønn,193 000 kr,77 440 kr,3120440.0,5 250 kr,,33906 m² (eiet),,71 m²,,,,,,
23,https://www.finn.no/realestate/homes/ad.html?finnkode=204618362,Strøken og innholdsrik 4-r - Attraktiv beliggenhet - Vesentlig oppgradert i 19/20 V.V og fyring inkl. Ingen dok. avg.,"Waldemar Thranes gate 47C, 0173 Oslo",5690000,Leilighet,Aksje,3,81 m²,81.0,1,1933,D -lysegrønn,195 000 kr,12 620 kr,5897620.0,4 552 kr,,,,,,,,,,
24,https://www.finn.no/realestate/homes/ad.html?finnkode=204214395,"Stemningsfull 3-roms med 14 m2 solrik balkong. Fantastisk utsikt. Garasje. Heis. Internett/tv, varmtvann og fyring inkl!","Turbinveien 6, 0195 Oslo",4250000,Leilighet,Andel,2,76 m²,79.0,7,2012,D -mørkegrønn,2 150 000 kr,15 554 kr,6415554.0,9 763 kr,,,,,,,,,,
25,https://www.finn.no/realestate/homes/ad.html?finnkode=205055854,"Lys og pen 3-roms med solrik, vestvendt balkong (16 kvm) og rå utsikt. Peisovn. Garasjeplass m/Elbillader. Nær marka!","Lachmanns vei 3, 0495 Oslo",4400000,Leilighet,Eier (Selveier),2,60 m²,60.0,3,1979,E -oransje,130 303 kr,114 849 kr,4645152.0,3 550 kr,,,,,,,,,,
26,https://www.finn.no/realestate/homes/ad.html?finnkode=161274564,Bygdøy - Eksklusiv leilighet med sjøutsikt og hage - Beste beliggenhet - 3 uteplasser -2 garasjeplasser - Trimrom - Heis,"Schiøtts vei 5C, 0286 Oslo",29500000,Leilighet,Eier (Selveier),3,145 m²,146.0,2,2017,D -mørkegrønn,,747 142 kr,30247142.0,5 624 kr,,,,,,,,,,
27,https://www.finn.no/realestate/homes/ad.html?finnkode=204734945,Stilig 1-roms m/alkove & innglasset balkong på ca. 11kvm | Toppetasje | Kjøkken 2014 | Bad 2011 | Garasje*,"Ammerudhellinga 80, 0959 Oslo",2450000,Leilighet,Andel,1,31 m²,42.0,13,1966,,143 000 kr,8 626 kr,2601626.0,3 035 kr,1,,,,,,,,,
28,https://www.finn.no/realestate/homes/ad.html?finnkode=201360719,"Lekker selveier med god standard, heis og garasjeplass m/ elbil lader - Plusskonsept - Attraktiv og sentral beliggenhet!","Skovveien 4, 0257 Oslo",6200000,Leilighet,Eier (Selveier),1,52 m²,52.0,3,1993,,1 244 kr,164 662 kr,6365906.0,4 454 kr,2,,,,,,,,,
29,https://www.finn.no/realestate/homes/ad.html?finnkode=203357956,"Ullernåsen - Attraktiv topp/- endeleilighet med fantastisk utsikt. Sydvendt terrasse på ca. 14,5 kvm - garasje - peis.","Hoffsjef Løvenskiolds vei 15, 0382 Oslo",10700000,Leilighet,Eier (Selveier),3,128 m²,128.0,2,1985,F -rød,,268 842 kr,10968842.0,4 901 kr,,,,,,,,,,
30,https://www.finn.no/realestate/homes/ad.html?finnkode=203875003,Flott 4(5)roms toppleilighet med 2 solrike balkonger og fin utsikt. Garasjeplass med mulighet for EL-bil lader,"Høybråtenveien 23C, 1055 Oslo",3650000,Leilighet,Andel,3,103 m²,104.0,3,1976,E -rød,385 538 kr,7 974 kr,4043512.0,5 040 kr,,,,,,,,,,
31,https://www.finn.no/realestate/homes/ad.html?finnkode=197567838,"Delikat og sjarmerende 5-roms rekkehus i barnevennlig område med terrasse, utleiedel og garasje med elbil lader","Blakkens vei 37, 1281 Oslo",5500000,Rekkehus,Eier (Selveier),3,136 m²,136.0,,1988,,,146 242 kr,5646242.0,,,96 m² (eiet),,152 m²,,,,,,
32,https://www.finn.no/realestate/homes/ad.html?finnkode=204184527,3-roms i 2 etg m/ solrik balkong! Nytt bad kommer. Oppussingsobjekt. 300 m til Manglerud Senter/ T-bane. Vv/ fyring inkl,"Emil Korsmos vei 17, 0678 Oslo",3500000,Leilighet,Andel,2,66 m²,68.0,2,1958,E -rød,113 000 kr,15 554 kr,3628554.0,3 959 kr,,,,,,,,,,
33,https://www.finn.no/realestate/homes/ad.html?finnkode=204658643,"Tiltalende 3-roms eierleilighet med peis, bad fra 2018 og fyr/varmtvann inkl. Meget sentral beliggenhet!","Briskebyveien 22C, 0259 Oslo",5000000,Leilighet,Eier (Selveier),2,51 m²,53.0,2,1938,E -oransje,29 000 kr,126 342 kr,5155342.0,3 037 kr,,,,,,,,,,
34,https://www.finn.no/realestate/homes/ad.html?finnkode=204120262,Pen 3-roms hjørneleilighet i 3. etg. Peis. Vestvendt Balkong. 2 sov. Mul. for leie av P-plass i brl. God standard.,"Langbølgen 50, 1150 Oslo",4450000,Leilighet,Andel,2,69 m²,77.0,3,1965,G -oransje,87 000 kr,8 060 kr,4545060.0,3 878 kr,,,,,,,,,,
35,https://www.finn.no/realestate/homes/ad.html?finnkode=201054652,BOGERUD: Praktisk og luftig 4-roms med 13kvm vestvendt veranda! Tre soverom. Hyggelig utsikt! Vv. og fyring inkl. i fk.,"Paal Bergs vei 9, 0692 Oslo",3800000,Leilighet,Andel,3,72 m²,72.0,3,1962,F -mørkegrønn,185 474 kr,8 617 kr,3994091.0,4 498 kr,,,,,,,,,,
36,https://www.finn.no/realestate/homes/ad.html?finnkode=204303360,"SOLGT VISNING AVLYST || Rålekker 2-roms sentralt på Frogner med solid takhøyde (3m), store vindusflater og god standard.","Erling Skjalgssons gate 1B, 0267 Oslo",5300000,Leilighet,Aksje,1,60 m²,66.0,2,1901,,210 000 kr,19 520 kr,5529520.0,4 749 kr,,905 m² (eiet),,,,,,,,
37,https://www.finn.no/realestate/homes/ad.html?finnkode=198877719,"Lys og klassisk 3-roms med stukkatur |""Alt"" rett rundt hjørnet |Soverom mot bakgård |Ildsted |Nymalt okt. 2020","Thorvald Meyers gate 48A, 0552 Oslo",6000000,Leilighet,Andel,2,77 m²,77.0,2,1898,F -oransje,77 494 kr,1 132 kr,6078626.0,4 166 kr,,,,,,,,,,
38,https://www.finn.no/realestate/homes/ad.html?finnkode=181101368,"Svært pen endeleilighet med god standard, fjordutsikt, garasjeplass* og heisadkomst. Takterrasse på 102 kvm!","Sørengkaia 120, 0194 Oslo",14950000,Leilighet,Eier (Selveier),2,114 m²,114.0,3,2015,,,385 320 kr,15335320.0,5 616 kr,,3468 m² (eiet),,,,,,,,
39,https://www.finn.no/realestate/homes/ad.html?finnkode=177030861,SOLGT: Fast P-plass i oppvarmet og moderne garasje - Lademulighet*,"SANDAKERVEIEN 22, 0473 Oslo",389000,Garasje/Parkering,Eier (Selveier),0,12 m²,12.0,,2013,,,10 521 kr,399521.0,272 kr,,,,,Eiet,,,,,
40,https://www.finn.no/realestate/homes/ad.html?finnkode=203580157,Pen 3-roms med lekkert kjøkken fra 2017 - Innglasset balkong - Attraktivt boområde - Nær marka,"Bølerskrenten 31, 0691 Oslo",3750000,Leilighet,Andel,2,69 m²,77.0,2,1955,F -mørkegrønn,69 431 kr,8 489 kr,3827920.0,3 795 kr,,,,,,,,,,
41,https://www.finn.no/realestate/homes/ad.html?finnkode=196996806,"Lekker 4-roms selveier på nyetablerte Harbitz Torg. Heis, peis og balkong. Umiddelbar nærhet til alt!","Harbitzalleen 37, 0275 Oslo",8600000,Leilighet,Eier (Selveier),3,91 m²,94.0,2,2019,D -mørkegrønn,14 010 kr,226 920 kr,8840930.0,3 558 kr,,,,,,,,,,
42,https://www.finn.no/realestate/homes/ad.html?finnkode=204610965,"Meget pen og gjennomgående 2-roms med vestvendt balkong, utsikt og markanær beliggenhet. Vv og fyring inkl.","Selvbyggerveien 108, 0591 Oslo",3400000,Leilighet,Eier (Selveier),1,47 m²,47.0,1,1955,F -mørkegrønn,45 007 kr,87 467 kr,3532474.0,3 150 kr,,,,,,,,,,
43,https://www.finn.no/realestate/homes/ad.html?finnkode=204512760,"SAGENE/ILA|Sjarmerende og gj.gående 2-roms|Vinduer 2017|IN ordning: kr 1394,- lavere/md| Vv, oppvarming, bredbånd inkl|","Griffenfeldts gate 12B, 0460 Oslo",3550000,Leilighet,Aksje,1,54 m²,55.0,2,1939,F -mørkegrønn,365 000 kr,12 620 kr,3927620.0,4 603 kr,,,,,,,,,,
44,https://www.finn.no/realestate/homes/ad.html?finnkode=191594528,Lekker 3-roms leilighet over 2 plan med fantastisk beliggenhet og egen p-plass. Skjermet solrik uteplass.,"Ekraveien 76, 0757 Oslo",5490000,Leilighet,Eier (Selveier),2,81 m²,81.0,1,1959,D -gul,61 500 kr,150 340 kr,5701840.0,4 199 kr,,,,,,,,,,
45,https://www.finn.no/realestate/homes/ad.html?finnkode=203002255,"Stor, lys og gjennomført 2-roms - Gangavstand til alle servicetilbud - Balkong - Her kan du flytte rett inn!","Helgesens gate 81B, 0563 Oslo",4250000,Leilighet,Aksje,1,58 m²,58.0,1,1952,F -oransje,242 000 kr,19 248 kr,4511248.0,3 159 kr,,,,,,,,,,
46,https://www.finn.no/realestate/homes/ad.html?finnkode=203639868,Romslig 3-roms topp- og endeleilighet med god planløsning| Garasjeplass| Stor balkong på 12 m2|Attraktiv boligområdet,"Holmenkollveien 78G, 0784 Oslo",6500000,Leilighet,Eier (Selveier),2,98 m²,98.0,2,1980,G -rød,214 000 kr,174 072 kr,6888072.0,4 430 kr,,,,,,,,,,
47,https://www.finn.no/realestate/homes/ad.html?finnkode=204599754,Lys og lekker 2-roms med to franske balkonger - Heis - Solrike felles takterrasser - VV & fyring ink - Moderne bygg 2010,"Vøyensvingen 7, 0458 Oslo",4300000,Leilighet,Eier (Selveier),1,52 m²,52.0,3,2010,C -mørkegrønn,39 777 kr,109 812 kr,4449589.0,2 782 kr,,,,,,,,,,
48,https://www.finn.no/realestate/homes/ad.html?finnkode=194587547,"Lyst & delikat oppusset, arkitekttegnet rekkehus i townhouse-stil med frodige, usjenerte hagearealer. Sjelden anledning!","Akersborg terrasse 14, 0852 Oslo",15000000,Rekkehus,Eier (Selveier),4,138 m²,140.0,,1935,G -rød,,390 342 kr,15390342.0,,5,,12 909 kr per år,,,,,,,
49,https://www.finn.no/realestate/homes/ad.html?finnkode=169951492,KVÆRNERTOPPEN: Vestvendt 3-roms topp- og endeleilighet fra 2019 med fjordgløtt og to balkonger! Garasjeplass. Heis.,"Ingeniørveien 10, 0195 Oslo",4198000,Leilighet,Andel,2,66 m²,66.0,6,2019,,3 280 008 kr,16 067 kr,7494075.0,7 377 kr,3,,,,,,,,,
50,https://www.finn.no/realestate/homes/ad.html?finnkode=202889786,Innbydende selveierleilighet på 97m² - God standard - Felles takterrasser rett ved - Store vinduer - Veldrevet sameie!,"Bjerregaards gate 29K, 0172 Oslo",7400000,Leilighet,Eier (Selveier),2,97 m²,97.0,4,1932,E -mørkegrønn,16 714 kr,196 970 kr,7613684.0,4 694 kr,,,,,,,,,,
51,https://www.finn.no/realestate/homes/ad.html?finnkode=193093282,Lei av snø og pollen? Garasjeplass med el-billader i lukket garasjeanlegg.,"Hasleveien 12, 0571 Oslo",300000,Andre,Eier (Selveier),,,,,,,,23 142 kr,323142.0,400 kr,,,,,Eiet,1 m²,,,,
52,https://www.finn.no/realestate/homes/ad.html?finnkode=204343450,4-roms (*) andelsleilighet med oppussingsbehov | Noe utsikt over byen | Mulighet for kjøp av p-plass | Hyggelig nabolag,"Ekebergveien 29 - andel 17, 0196 Oslo",2890000,Leilighet,Andel,3,46 m²,46.0,1,1937,G -rød,279 366 kr,68 032 kr,3237398.0,3 016 kr,,,,,,,,,,
53,https://www.finn.no/realestate/homes/ad.html?finnkode=203822229,SJELDEN MULIGHET -Flott oppusset 4-roms leilighet med vidstraktutsikt -Gode solforhold -Garasjeplass -Flytt rett inn!,"Lusetjernveien 80, 1253 Oslo",3590000,Leilighet,Andel,3,101 m²,101.0,3,1982,F -lysegrønn,66 000 kr,1 132 kr,3657132.0,5 555 kr,,,,,,,,,,
54,https://www.finn.no/realestate/homes/ad.html?finnkode=203807347,Moderne og påkostet 2-R andelsleilighet i 2. etg. med vestvendt balkong og god planløsning | Oppusset i 2017 | Lave omk.,"Smålensgata 6, 0657 Oslo",3700000,Leilighet,Andel,1,46 m²,49.0,2,1980,D -rød,117 378 kr,8 457 kr,3825835.0,3 028 kr,,,,,,,,,,
55,https://www.finn.no/realestate/homes/ad.html?finnkode=188705567,Sentralt beliggende garasjeplass med kort vei til Aker Brygge og Tjuvholmen.,"Hansteens gate 16, 0253 Oslo",790000,Andre,Eier (Selveier),0,15 m²,,1,1997,,,20 092 kr,810092.0,499 kr,,2622 m² (eiet),,,,,,,,
56,https://www.finn.no/realestate/homes/ad.html?finnkode=204208977,Arealeffektiv 3-roms leilighet med innglasset balkong - Oppussingsobjekt - God planløsning - Sentralt og nært marka.,"Lambertseterveien 55, 1154 Oslo",3100000,Leilighet,Andel,2,65 m²,72.0,4,1952,E -rød,120 000 kr,8 658 kr,3228658.0,3 131 kr,,,,,,,,,,
57,https://www.finn.no/realestate/homes/ad.html?finnkode=204221169,Stor og moderne 2-R leilighet | Bad 2019 | Kort vei til Senter og T-bane | Flotte turmuligheter|Perfekt førstegangskjøp!,"Grønlibakken 11A, 0682 Oslo",3300000,Leilighet,Andel,1,61 m²,61.0,,1958,D -rød,104 000 kr,1 132 kr,3405132.0,3 546 kr,2,,,,,,,,,
58,https://www.finn.no/realestate/homes/ad.html?finnkode=193526675,"Lekker hjørneleilighet med høy standard, i nye Sæter hage - Solrike uteplasser - Utsikt - Heis - 2 garasjeplasser","Nordstrandveien 44B, 1163 Oslo",22500000,Leilighet,Eier (Selveier),3,154 m²,157.0,3,2017,C -mørkegrønn,,563 842 kr,23063842.0,6 890 kr,,,,,,,,,,
59,https://www.finn.no/realestate/homes/ad.html?finnkode=199331271,"Lekkert enderekkehus med fjordutsikt. Parkering i garasjeanlegg, takterrasse og lettstelt hage. Unike solforhold.","Utsynsveien 1K, 1176 Oslo",15900000,Rekkehus,Eier (Selveier),3,173 m²,186.0,,2002,C -oransje,,409 042 kr,16309042.0,4 722 kr,5,,,,,,,,,
60,https://www.finn.no/realestate/homes/ad.html?finnkode=204733821,BISLETT/FAGERBORG|Perfekt førstegangskjøp|Lekker 2-roms med god standard|Lave FK|Heis|Sentral og attraktiv beliggenhet,"Pilestredet 75C, 0354 Oslo",4000000,Leilighet,Eier (Selveier),1,37 m²,37.0,5,2002,C -rød,,101 342 kr,4101342.0,1 871 kr,,,,,,,,,,
61,https://www.finn.no/realestate/homes/ad.html?finnkode=204039657,"Lekker, gjennomgående 3-roms toppleilighet m/solrik, vestvendt balkong - Kjøkken fra 2015 - Peis - Populær beliggenhet!","Marmorveien 13, 1154 Oslo",4090000,Leilighet,Andel,2,64 m²,64.0,3,1955,G -gul,119 096 kr,15 554 kr,4224650.0,3 106 kr,,,,,,,,,,
62,https://www.finn.no/realestate/homes/ad.html?finnkode=203915476,"Stor 3-roms selveierleilighet med balkong. Oppussingsobjekt. Fyring, varmtvann og tv/internett inkl. Vinduer fra 2018.","Lindeberglia 28, 1069 Oslo",2900000,Leilighet,Eier (Selveier),2,67 m²,67.0,2,1956,F -mørkegrønn,200 492 kr,87 520 kr,3188012.0,5 476 kr,,,,,,,,,,
63,https://www.finn.no/realestate/homes/ad.html?finnkode=191946492,Sjelden anledning - Rålekker enebolig på en av byens vakreste utsiktstomter - Rehabilitert 2020 - Høy standard - Hybel,"Voksenkollveien 4, 0791 Oslo",16900000,Enebolig,Eier (Selveier),3,211 m²,211.0,,1906,G -rød,,438 170 kr,17338170.0,,,842 m² (eiet),,,,,,,,
64,https://www.finn.no/realestate/homes/ad.html?finnkode=190700717,Innholdsrik enebolig påkostet i 2020. Meget god planløsning og stor uteplass. Parkering i garasje. Barnevennlig.,"Skådalsveien 15E, 0781 Oslo",15400000,Enebolig,Eier (Selveier),4,260 m²,313.0,,1930,G -rød,,400 642 kr,15800642.0,,,1405 m² (eiet),,,,,,,,
65,https://www.finn.no/realestate/homes/ad.html?finnkode=156467737,"Lilleaker Vest, Bygg A, UTLEID til 1.10.21, 3.etg/heis: sydvendt hjørne/sjøutsikt/balkong/2 bad/peis","Carl Lundgrensvei 26, 0284 Oslo",8000000,Leilighet,Eier (Selveier),2,73 m²,76.0,3,2019,C -oransje,,202 000 kr,8202000.0,2 432 kr,,,,,,,,,,
66,https://www.finn.no/realestate/homes/ad.html?finnkode=196790705,"Moderne & unik 4-roms med ""Townhouse feeling"" - 5m takhøyde - Terrasse på 20m² - Strøken standard - 2 bad -Garasjeplass*","Freserveien 45, 0195 Oslo",7750000,Leilighet,Eier (Selveier),2,112 m²,112.0,1,2014,D -mørkegrønn,,193 842 kr,7943842.0,4 991 kr,,,,,,,,,,
67,https://www.finn.no/realestate/homes/ad.html?finnkode=204572028,Pen 3-roms m/ koselig terrasse og flott bakgård. Attraktiv beliggenhet! Ingen fellesgjeld. Mulighet for leie av p-plass.,"Østerdalsgata 2B, 0658 Oslo",5300000,Leilighet,Andel,2,69 m²,69.0,1,1990,F -rød,,15 526 kr,5315526.0,3 721 kr,,,,,,,,,,
68,https://www.finn.no/realestate/homes/ad.html?finnkode=156308298,11 garasjeplasser i lukket anlegg med sentral beliggenhet. Gunstige leiekontrakter. Klargjort for el-bil lader.,"Frederik Glads gate 19, 0482 Oslo",400000,Andre,Eier (Selveier),,,,,1983,,,26 357 kr,426357.0,290 kr,,1131 m² (eiet),,,,1 m²,,,,
69,https://www.finn.no/realestate/homes/ad.html?finnkode=204923974,"Delikat 2-roms endeleilighet med heis, markterrasse og garasjeplass - Nyoppusset i 2020 - Kort vei til Østensjøvannet","Harry Fetts vei 6, 0667 Oslo",3900000,Leilighet,Eier (Selveier),1,70 m²,70.0,1,1999,D -rød,99 000 kr,111 540 kr,4110540.0,2 560 kr,,,,,,,,,,
70,https://www.finn.no/realestate/homes/ad.html?finnkode=204083342,Lys 4-roms leilighet med gjennomgående god standard. Balkong. Felles varmtvann. Heis. Felles takterrasse.,"St. Halvards gate 20A, 0192 Oslo",5800000,Leilighet,Eier (Selveier),3,82 m²,85.0,2,2014,D -rød,,156 570 kr,5956570.0,3 664 kr,,,,,,,,,,
71,https://www.finn.no/realestate/homes/ad.html?finnkode=203857523,SOLGT ETTER BUD DIREKTE TIL SELGER - VISNING AVLYST,"Konows gate 80A, 0196 Oslo",3750000,Leilighet,Andel,2,56 m²,56.0,4,1932,G -rød,171 462 kr,1 132 kr,3922594.0,4 137 kr,,,,,,,,,,
72,https://www.finn.no/realestate/homes/ad.html?finnkode=204828462,Stilig 2-roms med genial planløsning - Peis - Parkeringsmulighet - Bad 2019 - Flott felles hage -Rolig og tilbaketrukket,"Væringkleiva 1, 0192 Oslo",3150000,Leilighet,Aksje,1,36 m²,36.0,2,1935,G -lysegrønn,56 000 kr,12 620 kr,3218620.0,3 850 kr,,,,,,,,,,
