,url,header,location,price,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Fellesgjeld,Omkostninger,Totalpris,Felleskost/mnd.,Tomt,Tomteareal,Kommunale avg.,Bruttoareal,Rom,Renovert år,Boligselgerforsikring,Pris med fellesgjeld,Grunnflate,Festeavgift,Utleiedel
480,https://www.finn.no/realestate/homes/ad.html?finnkode=197941073,"Arendal - 3-roms sentrumsleilighet, med fransk balkong","Østre gate 20, 4838 Arendal",1350000,Leilighet,Eier (Selveier),2,79 m²,83.0,2,1900,G -rød,,42 192 kr,1392192.0,2 452 kr,,,,,,,,,,,
481,https://www.finn.no/realestate/homes/ad.html?finnkode=197431634,"Moseidmoen | Innholdsrikt 5-roms enderekkehus | Vestvendte uteplasser | Familievennlig, sentral beliggenhet","Fjellvegen 3 D, 4706 Vennesla",2190000,Rekkehus,Andel,4,98 m²,105.0,,1966,,104 952 kr,5 262 kr,2300214.0,4 096 kr,,4171 m² (eiet),,115 m²,,,,,,,
482,https://www.finn.no/realestate/homes/ad.html?finnkode=198646705,Meget velholdt 3-roms andelsleilighet i 5 etasje. Inngang mellom 3. og 4.etasje. Fin utsikt og mye sol. P-plass i P-hus.,"Bratthenget 27A, 4846 Arendal",1490000,Leilighet,Andel,2,84 m²,105.0,5,1975,F -rød,558 758 kr,8 032 kr,2056790.0,6 071 kr,,,,,,,,,,,
483,https://www.finn.no/realestate/homes/ad.html?finnkode=198227175,Lys og trivelig leilighet i 3. etasje med flott utsikt og garasjeplass. Heis i bygget.,"Sundeveien 22, 4550 Farsund",1850000,Leilighet,Eier (Selveier),2,84 m²,84.0,3,1954,F -rød,,57 820 kr,1907820.0,1 250 kr,,,8 788 kr per år,,,,,,,,
484,https://www.finn.no/realestate/homes/ad.html?finnkode=187866601,Feda - Fin enebolig med nytt flott kjøkken og bad/wc i 2015 samt alle overflater ble også malt da.,"Birkelandsbakken 15, 4485 Feda",1930000,Enebolig,Eier (Selveier),4,129 m²,188.0,,1934,,,63 892 kr,1993892.0,,,1139 m² (eiet),,,7,,,,,,
485,https://www.finn.no/realestate/homes/ad.html?finnkode=198071366,Pen og lettstelt leilighet med 2 soverom og stor stue. Kort vei til buss og butikk.,"Vesøygaten 1D, 4876 Grimstad",3500000,Leilighet,Eier (Selveier),2,85 m²,88.0,1,2017,C -rød,,99 070 kr,3599070.0,3 433 kr,,,12 384 kr per år,,,,,,,,
486,https://www.finn.no/realestate/homes/ad.html?finnkode=197272237,BUD MOTTATT! Sentrum - Fin 3-roms andelsleilighet med høyt under taket og sjøgløtt. Garasjeplass og heis i bygget. Ingen,"Kirkegaten 11, 4878 Grimstad",1190000,Leilighet,Andel,2,62 m²,62.0,2,2008,E -rød,1 023 096 kr,960 kr,2214056.0,4 765 kr,,,,,,,,,,,
487,https://www.finn.no/realestate/homes/ad.html?finnkode=197700605,Stor endeleilighet i første etasje - masse sol - Gurines Hage,"7.1.4 Gurines Hage 3, Hamresandveien 68, 4656 Hamresanden",4970000,Leilighet,Eier (Selveier),3,110 m²,113.0,,2016,,,,,,Eiet,,,,,,,,,,
488,https://www.finn.no/realestate/homes/ad.html?finnkode=198241758,SVENNEVIKTOPPEN - Romslig enebolig i sørlandsstil på fin utsiktstomt med gode solforhold - 5 soverom!,"Svenneviktoppen 11, 4521 Lindesnes",3790000,Enebolig,Eier (Selveier),5,232 m²,247.0,,2000,C -gul,,106 392 kr,3896392.0,,,934 m² (eiet),,,,,,,,,
489,https://www.finn.no/realestate/homes/ad.html?finnkode=198283775,Arendal - Fin og påkostet enebolig med dobbelgarasje! - 1 godkjent hybel - Potensielt lave bokostnader!,"Joåsveien 32, 4846 Arendal",3290000,Enebolig,Eier (Selveier),3,171 m²,175.0,,1972,G -oransje,,94 892 kr,3384892.0,,,675 m² (eiet),,,,,,,,,
490,https://www.finn.no/realestate/homes/ad.html?finnkode=156422822,Ny pris Faret! Meget lekker toppleilighet! Nøkkelferdig! To soverom!,"Farægra 7 A, 4480 Kvinesdal",1990000,Leilighet,Eier (Selveier),2,61.8 m²,618.0,2,2019,,,,,,,385 m² (eiet),,,,,,,,,
491,https://www.finn.no/realestate/homes/ad.html?finnkode=198223367,BUD FORELIGGER! Romslig enebolig med stor tomt -  potensiale,"Vatneveien 10, 4560 Vanse",1600000,Enebolig,Eier (Selveier),4,169 m²,208.0,,1961,F -gul,,55 670 kr,1655670.0,,,2139 m² (eiet),13 595 kr per år,,,,,,,,
492,https://www.finn.no/realestate/homes/ad.html?finnkode=197454565,"En moderne og stilren leilighet i nyetablert boligfelt med usikt mot omkringliggende områder, solrikt og barnevennlig!","Rugdevegen 3D, 4820 Froland",2250000,Leilighet,Eier (Selveier),2,77 m²,81.0,2,2017,D -oransje,,67 820 kr,2317820.0,,,,12 744 kr per år,,,,,,,,
493,https://www.finn.no/realestate/homes/ad.html?finnkode=179708100,Bud mottatt: Myra / Romstølen - Nyere bolig med garasje - Solrik beliggenhet - Stilfullt og elegant innredet,"Romstølen 82b, 4848 Arendal",3575000,Tomannsbolig,Eier (Selveier),3,108 m²,141.0,,2019,,,101 892 kr,3676892.0,310 kr,,907 m² (eiet),20 001 kr per år,,5,,,,,,
494,https://www.finn.no/realestate/homes/ad.html?finnkode=194070717,Påmeldingsvisning søn. 31/1 kl. 13 - Enebolig med utleiemulighet beliggende på romslig tomt - Frittliggende anneks -,"Fagerliveien 6, 4820 Froland",2190000,Enebolig,Eier (Selveier),,153 m²,159.0,,1970,F -oransje,,70 420 kr,2260420.0,,,1718 m² (eiet),6 003 kr per år,174 m²,,,,,,,
495,https://www.finn.no/realestate/homes/ad.html?finnkode=198012137,Lekker leilighet på Sanden | Utsikt til elva | 2 balkonger | Kveldssol,"Marnar Brygge, Kastellgata 36. Leil. 2.3, 4514 Mandal",5495000,Leilighet,Eier (Selveier),3,109 m²,113.0,2,2017,,,148 740 kr,5643740.0,2 542 kr,Eiet,,,,,,,,,,
496,https://www.finn.no/realestate/homes/ad.html?finnkode=198019671,"Påmeldingsvisning ons. 27.jan kl 17.30 av oppusset enderekkehus - andel - sorik hjørnetomt med plen, terrasser og utsikt","Briggveien 19A, 4624 Kristiansand S",1575000,Leilighet,Andel,1,65 m²,68.0,1,1973,F -rød,161 165 kr,8 032 kr,1744197.0,3 224 kr,,,,,,,,,,,
497,https://www.finn.no/realestate/homes/ad.html?finnkode=197332781,Påmeldingsvisning 27/1 kl.16-17. Pen og innholdsrik enebolig i barnevennlig og rolig strøk |Solrikt |Blindvei |Garasje.,"Måltrostvegen 10, 4708 Vennesla",2240000,Enebolig,Eier (Selveier),4,150 m²,157.0,,1987,F -gul,,57 342 kr,2297342.0,,,,15 811 kr per år,,4,,,,,,
498,https://www.finn.no/realestate/homes/ad.html?finnkode=197522674,Lyngdal -Nyere og innholdsrik del av tomannsbolig med flott beliggenhet på Årnes! Nytt bad og kjøkken. Garasje.,"Brigadeveien 5, 4580 Lyngdal",2590000,Tomannsbolig,Eier (Selveier),3,135 m²,146.0,,2007,,,80 392 kr,2670392.0,,,1284 m² (eiet),,,5,,,,,,
499,https://www.finn.no/realestate/homes/ad.html?finnkode=178180288,Innflytningsklar leilighet med garasjeplass. Spektakulær sjøutsikt og muligh.for båtplass.,"Smith-Petersens gate 4, 4876 Grimstad",6900000,Leilighet,Eier (Selveier),3,90 m²,102.0,3,1994,D -rød,,,,2 040 kr,,,7 152 kr per år,,,,,,,,
500,https://www.finn.no/realestate/homes/ad.html?finnkode=198627870,"Raustad - Stor fin enebolig med fin tomt! Vinterstue, carport og flere garasjer!","Raustad 76, 4485 Feda",2500000,Enebolig,Eier (Selveier),4,223 m²,314.0,,1982,,,78 142 kr,2578142.0,,,1335 m² (eiet),,,6,,,,,,
501,https://www.finn.no/realestate/homes/ad.html?finnkode=197232507,Ny og moderne 3-roms leilighet med vakker sjøutsikt! Solrik terrasse | Maritim beliggenhet | Parkering i kjeller,"Hustofta 19, 4625 Flekkerøy",5790000,Leilighet,Eier (Selveier),2,90 m²,93.0,2,2019,,,18 120 kr,5808120.0,,,,,,3,,,,,,
502,https://www.finn.no/realestate/homes/ad.html?finnkode=197402665,Pent oppgradert 2-roms leilighet - garasjeplass - stor innglasset veranda,"Brinken 32, 4843 Arendal",890000,Leilighet,Andel,1,50 m²,50.0,1,1979,E -rød,279 581 kr,8 060 kr,1177641.0,3 847 kr,,,,,,,,,,,
503,https://www.finn.no/realestate/homes/ad.html?finnkode=198269144,"Bjornes - Meget romslig enebolig med stor solrik tomt på 5,9 mål. Uthus, utsikt og strandlinje mot Longumvann.","Bjornesveien 74, 4849 Arendal",2650000,Enebolig,Eier (Selveier),4,177 m²,184.0,,1860,G -oransje,,81 892 kr,2731892.0,,,5940 m² (eiet),14 205 kr per år,,,,,,,,
504,https://www.finn.no/realestate/homes/ad.html?finnkode=198760651,"Ta kontakt for visning. Hyggelig del av to-mannsbolig med 3 soverom, 2 bad og garasje. Stor, solrik uteplass.","Trolldalslia 51B, 4870 Fevik",2580000,Tomannsbolig,Eier (Selveier),,115 m²,115.0,1,2007,D -oransje,,80 170 kr,2660170.0,,,297 m² (eiet),14 676 kr per år,,,,,,,,
505,https://www.finn.no/realestate/homes/ad.html?finnkode=198247480,Tangvall/Søgne | Stor 3-roms selveierleilighet | Sentralt | Parkeringsplass | Nyoppusset,"Rådhusveien 9, 4640 Søgne",2490000,Leilighet,Eier (Selveier),2,97 m²,114.0,2,1995,,,71 022 kr,2561022.0,400 kr,,,10 665 kr per år,,3,,,,,,
506,https://www.finn.no/realestate/homes/ad.html?finnkode=197776445,Visning 26.1 kl. 16!  Kongshavn - Hyggelig familiebolig med svært solrik beliggenhet og gangavstand til skole.,"Skaresvingen 6, 4812 Kongshavn",2350000,Enebolig,Eier (Selveier),3,115 m²,141.0,,2006,D -gul,,74 392 kr,2424392.0,,,406 m² (eiet),15 135 kr per år,,,,,,,,
507,https://www.finn.no/realestate/homes/ad.html?finnkode=198223901,Tinnheia - 2 roms andelsleilighet i 7. etasje med flott utsikt | Innglasset balkong |,"Gullveien 11, 4629 Kristiansand S",1190000,Leilighet,Andel,1,60 m²,81.0,7,1965,G -rød,493 585 kr,1 132 kr,1684717.0,4 055 kr,,,,,,,,,,,
508,https://www.finn.no/realestate/homes/ad.html?finnkode=198782412,Tiltalende del av tomannsbolig i Linddalen med garasje og stor terrasse,"Linddalsveien 2 A, 4950 Risør",2390000,Tomannsbolig,Eier (Selveier),3,108 m²,132.0,,2013,B -oransje,,61 092 kr,2451092.0,,,717 m² (eiet),16 601 kr per år,,,,,,,,
509,https://www.finn.no/realestate/homes/ad.html?finnkode=198740121,Einervegen 5 A og B - utleiedel - Sira,"EINERVEGEN 5 A, 4438 Sira",2150000,Enebolig,Eier (Selveier),4,139 m²,283.0,,1997,G -rød,,55 170 kr,2205170.0,,,,,,,,,,,,Ja
510,https://www.finn.no/realestate/homes/ad.html?finnkode=198033426,"Enebolig i landlige omgivelser. Stor, sorik tomt. Påmeldingsvisning tors 28/1 kl 16:30-17:30","Skjævesland 10, 4532 Øyslebø",2050000,Enebolig,Eier (Selveier),5,156 m²,166.0,,1962,F -gul,,66 920 kr,2116920.0,,,3710 m² (eiet),7 500 kr per år,,,,,,,,
511,https://www.finn.no/realestate/homes/ad.html?finnkode=177924757,Romslig og velholdt leilighet i Lyngdal sentrum - 3 soverom - God standard - Balkong - Heis - Parkering i lukket anlegg.,"Skolegata 4, 4580 Lyngdal",2950000,Leilighet,Eier (Selveier),3,106 m²,108.0,3,2002,D -rød,,74 920 kr,3024920.0,1 487 kr,,,549 kr per år,,,,,,,,
512,https://www.finn.no/realestate/homes/ad.html?finnkode=198594850,Lys og trivelig leilighet midt i sentrum av Farsund - Heis - Uteplass med utsikt til fjorden,"Torvgaten 12, 4550 Farsund",1590000,Leilighet,Eier (Selveier),1,45 m²,45.0,2,,D -rød,,40 920 kr,1630920.0,1 250 kr,,295 m² (eiet),10 699 kr per år,,,,,,,,
513,https://www.finn.no/realestate/homes/ad.html?finnkode=198745979,"Flott, sentrumsnær leilighet med 2 soverom og flott terrasse m/litt utsikt.","Strømsbuveien 7j, 4836 Arendal",420000,Leilighet,Andel,2,69 m²,73.0,2,2008,A -gul,1 525 000 kr,3 250 kr,1948250.0,10 800 kr,,,,,,,,,,,
514,https://www.finn.no/realestate/homes/ad.html?finnkode=198602584,Koselig enebolig over 2 plan med 3 soverom. Garasje. Solrike uteområder.,"Lundeveien 11, 4708 Vennesla",1500000,Enebolig,Eier (Selveier),3,81 m²,81.0,,1908,,,53 142 kr,1553142.0,,,757 m² (eiet),9 233 kr per år,90 m²,,,,,,,
515,https://www.finn.no/realestate/homes/ad.html?finnkode=197953254,Søm-Toppleilighet m/2 store soverom-Modernisert kjøkken og bad-Stor balkong med fantastiske utsikts/solforhold-Garasje,"Trollkleiva 5, 4638 Kristiansand S",2460000,Leilighet,Eier (Selveier),2,79 m²,79.0,2,1983,,217 000 kr,78 490 kr,2755490.0,3 992 kr,,627 m² (eiet),2 610 kr per år,,,,,,,,
516,https://www.finn.no/realestate/homes/ad.html?finnkode=197744701,TVEITHOLTANE/ IVELAND - Tiltalende enebolig med eksklusivt interiør - Dobbel garasje og verksted - Stor tomt,"Tveitholtane 16, 4724 Iveland",2900000,Enebolig,Eier (Selveier),5,186 m²,186.0,2,2009,,,74 842 kr,2974842.0,0 kr,,,,,13,,,,,,
517,https://www.finn.no/realestate/homes/ad.html?finnkode=198153476,"VELKOMMEN TIL VISNING 27/1 - Flott selveierleilighet med solrik terrasse, heis til etasjeplan og garasjeplass i kjeller.","Egsveien 7, 4615 Kristiansand S",3700000,Leilighet,Eier (Selveier),1,64 m²,68.0,4,2013,B -mørkegrønn,,104 042 kr,3804042.0,2 804 kr,,,5 350 kr per år,,,,,,,,
518,https://www.finn.no/realestate/homes/ad.html?finnkode=180479941,"Lindesnes/Båly - Flott innholdsrik eiendom med egen brygge, båthus, garasje. Deilig område.","Kanaltunet 25, 4521 Lindesnes",5190000,Tomannsbolig,Eier (Selveier),3,159 m²,172.0,,2015,,,141 392 kr,5331392.0,,,339 m² (eiet),,184 m²,,,,,,,
519,https://www.finn.no/realestate/homes/ad.html?finnkode=190205219,"Sentralt i Lillesand  |  Eldre enebolig  |  Uthus med verksted og garasje  |  Solrik, etablert tomt","Øvregate 24, 4790 Lillesand",3300000,Enebolig,Eier (Selveier),4,192 m²,243.0,,1890,,,83 872 kr,3383872.0,,,782 m² (eiet),13 046 kr per år,268 m²,,,,,,,
520,https://www.finn.no/realestate/homes/ad.html?finnkode=197232241,Romslig enebolig m/uthus/garasje. Carport. Stor tomt. Bud foreligger!,"Tregdeveien 854, 4516 Mandal",3190000,Enebolig,Eier (Selveier),3,144 m²,147.0,,1922,E -gul,,95 420 kr,3285420.0,,,2058 m² (eiet),,,,,,,,,
521,https://www.finn.no/realestate/homes/ad.html?finnkode=197003406,Tinnheia - Rekkehus o/2 plan med 3 soverom I Barnevennlig I Noe moderniseringsbehov,"Kobberveien 22 B, 4616 Kristiansand S",1650000,Rekkehus,Andel,3,85 m²,93.0,,1962,G -rød,294 893 kr,,,3 472 kr,,,,,4,,,1 944 893 kr,,,
522,https://www.finn.no/realestate/homes/ad.html?finnkode=197126984,"Helt ny innflyttingsklar leilighet med solrik balkong, carport og heis i bygget - Hisøy","Kirkelia 21, leil. H0210, 4817 His",2990000,Leilighet,Eier (Selveier),2,76 m²,82.0,2,2018,,,16 870 kr,3006870.0,3 011 kr,,,6 536 kr per år,,3,,,,,,
523,https://www.finn.no/realestate/homes/ad.html?finnkode=196671785,Bolig med sjøutsikt og gangavstand til sentrum,"Kystveien 27, 4841 Arendal",2350000,Enebolig,Eier (Selveier),3,146 m²,172.0,,1868,,,60 092 kr,2410092.0,,,559 m² (eiet),12 036 kr per år,,,,,,,,
524,https://www.finn.no/realestate/homes/ad.html?finnkode=196637724,Vikeland - Nyere 3-roms på flaten - Carport - Usjenert uteplass - Solrikt,"Bjørkelivegen 11 B, 4708 Vennesla",2090000,Leilighet,Eier (Selveier),2,62 m²,66.0,1,2014,,,61 022 kr,2151022.0,600 kr,,,10 460 kr per år,,3,,,,,,
525,https://www.finn.no/realestate/homes/ad.html?finnkode=196339383,"Tonstad/ Litleli - Romslig bolig med solrik beliggenhet i etablert felt! 4 sov, 2 terrasser og garasje","Litleli 23, 4440 Tonstad",2700000,Enebolig,Eier (Selveier),4,172 m²,245.0,,1975,,,83 142 kr,2783142.0,,,733 m² (eiet),,,6,,,,,,
526,https://www.finn.no/realestate/homes/ad.html?finnkode=197015200,Vågsbygd/Jaktodden | Svært pen 3-roms leilighet fra 2019 med stor balkong | Sjøutsikt | Populær beliggenhet,"Bryggelia 25, 4621 Kristiansand S",4590000,Leilighet,Eier (Selveier),2,76 m²,79.0,3,2019,,,116 092 kr,4706092.0,2 613 kr,,,,,3,,,,,,
527,https://www.finn.no/realestate/homes/ad.html?finnkode=196539384,Nyoppført del av tomannsbolig med garasje og høy standard. Beliggende i landlige omgivelser,"Kleivene 21, 4827 Frolands Verk",2875000,Tomannsbolig,Eier (Selveier),4,119 m²,146.0,,2019,B -gul,,87 340 kr,2962340.0,,,337 m² (eiet),,,,,,,,,
528,https://www.finn.no/realestate/homes/ad.html?finnkode=195874371,"REISE -Tiltalende leilighet m/2 soverom i populært og sjønært område. Stor terrasse, gode solforhold, heis og parkerings","Reise 8, 4790 Lillesand",3650000,Leilighet,Eier (Selveier),2,83 m²,87.0,1,2016,,,92 592 kr,3742592.0,3 421 kr,,,,,3,,,,,,
529,https://www.finn.no/realestate/homes/ad.html?finnkode=197000496,Bolig med låve på romslig tomt | Solrikt | Låve | 4 soverom og nyere bad,"Tislandsveien 257, 4534 Marnardal",1500000,Enebolig,Eier (Selveier),3,108 m²,139.0,2,1945,G -oransje,,38 670 kr,1538670.0,,,,,,,,,,,,
530,https://www.finn.no/realestate/homes/ad.html?finnkode=196638061,"Nyere, flott enebolig nær sjøen ved Rasvåg på Hidra.","Hummeråsveien 7, 4432 Hidrasund",2500000,Enebolig,Eier (Selveier),4,171 m²,187.0,,2011,B -oransje,,78 170 kr,2578170.0,,,1111 m² (eiet),10 526 kr per år,,,,,,,,
531,https://www.finn.no/realestate/homes/ad.html?finnkode=196688418,BUD MOTTATT! Froland - Enebolig med stor frittstående dobbel garasje beliggende i landlige omgivelser,"Heldalsveien 400, 4820 Froland",890000,Enebolig,Eier (Selveier),2,69 m²,69.0,,1930,G -oransje,,33 892 kr,923892.0,,,2890 m² (festet),,,,,,,,,
532,https://www.finn.no/realestate/homes/ad.html?finnkode=196450700,Koselig enebolig over 2 etasjer med frittstående garasje og uthus - Romslig tomt med sentral beliggenhet,"Fjærkleivene 58, 4900 Tvedestrand",1950000,Enebolig,Eier (Selveier),2,67 m²,67.0,,1875,G -oransje,,64 420 kr,2014420.0,,,3956 m² (eiet),18 211 kr per år,,,,,,,,
533,https://www.finn.no/realestate/homes/ad.html?finnkode=192355500,Vennesla - Flott topp leilighet med parkering i kjeller med heis. Solrik stor veranda 1 soverom(mulighet for 2 soverom),"Torsbyvegen 1B, 4700 Vennesla",2745000,Leilighet,Eier (Selveier),2,67 m²,67.0,4,2006,,,77 062 kr,2822062.0,1 450 kr,,1031 m² (eiet),9 464 kr per år,,,,,,,,
534,https://www.finn.no/realestate/homes/ad.html?finnkode=197011375,Enebolig og uthus på romslig tomt med stor hage - behov for oppgraderinger,"Dølemo 36, 4869 Dølemo",590000,Enebolig,Eier (Selveier),2,106 m²,123.0,,1964,G -gul,,30 420 kr,620420.0,,,1674 m² (eiet),16 730 kr per år,,,,,,,,
535,https://www.finn.no/realestate/homes/ad.html?finnkode=196670777,En innholdsrik enebolig med flott beliggenhet. Pent opparbeidet tomt på ca. 2.6 mål. Ta kontakt med megler for visning.,"Birkelandsveien 1938, 4760 Birkeland",2850000,Enebolig,Eier (Selveier),3,148 m²,210.0,,1974,B -oransje,,86 920 kr,2936920.0,,,2630 m² (eiet),5 093 kr per år,,,,,,,,
536,https://www.finn.no/realestate/homes/ad.html?finnkode=197093839,Hovedgårdsparken. Pen 2-roms andelsleilighet (seniorleilighet 50+) med god standard. Heis. Parkeringsplass. Solrik balko,"Kirsten Flagstads vei 48, 4621 Kristiansand S",1770000,Leilighet,Andel,1,66 m²,69.0,3,2006,,368 837 kr,960 kr,2139797.0,7 476 kr,,,,,2,,,,,,
537,https://www.finn.no/realestate/homes/ad.html?finnkode=195837120,Innholdsrik og fin enebolig med en flott beliggenhet.  Dobbel garasje. Svært solrikt og med flott utsikt!,"Njerveåsen 55, 4521 Lindesnes",4090000,Enebolig,Eier (Selveier),,154 m²,234.0,,2007,D -rød,,117 920 kr,4207920.0,,,836 m² (eiet),6 900 kr per år,,,,,,,,
538,https://www.finn.no/realestate/homes/ad.html?finnkode=197206283,Sentrumsnær bolig i Kittelsbukt,"Kittelsbuktveien 8, 4836 Arendal",2200000,Enebolig,Eier (Selveier),2,130 m²,130.0,,,,,56 170 kr,2256170.0,,,149 m² (eiet),25 907 kr per år,145 m²,,,,,,,
539,https://www.finn.no/realestate/homes/ad.html?finnkode=197005168,Bolig og tidligere forsamlingshuset til salgs på Hassel                                    NY PRIS!,"Hasselveien 105 OG 107, 4560 Vanse",1750000,Enebolig,Eier (Selveier),3,167 m²,173.0,,1890,,,43 750 kr,1793750.0,0 kr,Eiet,,,,,,,,,,
540,https://www.finn.no/realestate/homes/ad.html?finnkode=197268573,BIRKELAND - HEIMTUN - Leilighet med praktisk planløsning og 2 soverom beliggende i populært sameie i sentrum,"Strøget 12, 4760 Birkeland",1875000,Leilighet,Eier (Selveier),2,75 m²,78.0,1,1998,,,45 092 kr,1920092.0,1 850 kr,,,6 300 kr per år,,3,,,,,,
541,https://www.finn.no/realestate/homes/ad.html?finnkode=197217548,"PÅMELDINGSVISNING MAN.18/1 KL.16-17. Engene - Lekker og påkostet leilighet i 1. etg. med 2 soverom, uteplass og carport.","Tjæreblomstheia 35 D, 4823 Nedenes",2350000,Leilighet,Eier (Selveier),2,68 m²,71.0,,2016,D -oransje,,70 292 kr,2420292.0,1 500 kr,,3982 m² (eiet),13 115 kr per år,,,,,,,,
542,https://www.finn.no/realestate/homes/ad.html?finnkode=196346408,Leilighet med sentrumsnær beliggenhet  - 2 soverom - Balkong - Heis- Parkering i lukket anlegg,"Agnefestveien 32, 4580 Lyngdal",1600000,Leilighet,Eier (Selveier),2,58 m²,64.0,3,2009,,,41 170 kr,1641170.0,1 500 kr,,,6 516 kr per år,,3,,,,,,
543,https://www.finn.no/realestate/homes/ad.html?finnkode=196665693,Spennende og innholdsrikt renoveringsobjekt med dobbelgarasje - solrikt - sentrumsnært - barnevennlig,"Meyergaten 24, 4836 Arendal",2690000,Enebolig,Eier (Selveier),4,183 m²,203.0,,1890,G -oransje,,82 920 kr,2772920.0,,,398 m² (eiet),20 670 kr per år,,,,,,,,
544,https://www.finn.no/realestate/homes/ad.html?finnkode=196724972,Seniorbolig på Asdal - Garasje - Vestvendt - Tilrettelagt for bevegelseshemmet - Uteplass,"Asdalkollen 11, 4824 Bjorbekk",1550000,Leilighet,Andel,1,61 m²,85.0,1,2004,D -oransje,11 334 kr,7 982 kr,1569316.0,3 349 kr,,,,,,,,,,,
545,https://www.finn.no/realestate/homes/ad.html?finnkode=196459142,Pen selveierleilighet med fin beliggenhet.,"Å gate 4C, 4580 Lyngdal",1490000,Leilighet,Eier (Selveier),1,57 m²,60.0,2,1998,D -rød,,48 820 kr,1538820.0,479 kr,,,7 439 kr per år,,,,,,,,
546,https://www.finn.no/realestate/homes/ad.html?finnkode=196427021,"Påmeldingsvisning tirs. 26/1 fra kl.16:00. Enebolig, dobbelgarasje med innredet loft og enkelgarasje. Stor, solrik tomt.","Østre Tromøyvei 443, 4812 Kongshavn",2790000,Enebolig,Eier (Selveier),4,102 m²,157.0,,1955,G -gul,,85 392 kr,2875392.0,,,3618 m² (eiet),11 369 kr per år,,,,,,,,
547,https://www.finn.no/realestate/homes/ad.html?finnkode=162564559,Vennesla - meget pen modernisert enebolig på Moseidmoen - ny isolert garasje - nytt kjøkken og nytt bad,"Bjørnsonsvegen 7, 4706 Vennesla",3590000,Enebolig,Eier (Selveier),3,112 m²,168.0,,1957,G -gul,,105 392 kr,3695392.0,,,531 m² (eiet),11 720 kr per år,,,,,,,,
548,https://www.finn.no/realestate/homes/ad.html?finnkode=196465873,Heptekjerr  |  Romslig enebolig  |  Garasje med loft  |  Sydvendt terrasseanlegg  |  Solrik utsikt,"Pallanevegen 11, 4707 Vennesla",2790000,Enebolig,Eier (Selveier),2,184 m²,199.0,,1987,,,82 622 kr,2872622.0,,,455 m² (eiet),11 897 kr per år,214 m²,,,,,,,
549,https://www.finn.no/realestate/homes/ad.html?finnkode=196315030,"Leilighet St. Olavsvei 30, leil. A203","St. Olavsvei 30, leil. H0203, 4631 Kristiansand S",5440000,Leilighet,Eier (Selveier),2,96.6 m²,1006.0,2,2018,,,,,2 300 kr,,6000 m² (eiet),,,,,,,,,
550,https://www.finn.no/realestate/homes/ad.html?finnkode=196341831,Q42 - Pen 2-roms med sentral beliggenhet. Solrik balkong.Heis. Gode servicetilbud.,"Dronningens gate 91, l. 403, 4608 Kristiansand S",3350000,Leilighet,Eier (Selveier),1,60 m²,64.0,4,2016,,,84 920 kr,3434920.0,1 710 kr,,,9 014 kr per år,,2,,,,,,
551,https://www.finn.no/realestate/homes/ad.html?finnkode=196497587,Lillesand - Fin 3- roms selveierleilighet med garasje i rekke - Gode solforhold - Veranda PÅMELDINGSVISNING 26.01,"Søndre Vardåsen 62 A, 4790 Lillesand",2290000,Tomannsbolig,Eier (Selveier),2,79 m²,83.0,,2007,D -rød,,65 692 kr,2355692.0,1 000 kr,,3950 m² (eiet),,,,,,,,,
552,https://www.finn.no/realestate/homes/ad.html?finnkode=149490667,"NY PRIS! Selveierleil. m/ 2 sov + 2 bad, trappefri adkomst -solrik uteplass m/ utsikt til sjøen! Visning etter avtale!","Fossbekkveien 23, 4790 Lillesand",3490000,Leilighet,Eier (Selveier),2,80 m²,83.0,1,2013,,,95 692 kr,3585692.0,3 323 kr,,5289 m² (eiet),1 742 kr per år,,,,,,,,
553,https://www.finn.no/realestate/homes/ad.html?finnkode=189382714,Bolig beliggende i etablert og rolig boligfelt - Garasje - 3 soverom - Utsikt,"Danefjellveien 63, 4550 Farsund",1790000,Enebolig,Eier (Selveier),3,129 m²,173.0,2,1977,F -oransje,,45 920 kr,1835920.0,,,,10 971 kr per år,,,,,,,,
554,https://www.finn.no/realestate/homes/ad.html?finnkode=173721781,Pen leilighet i 1. etg. i blokk med 4 etg.  2 soverom. Balkong. Heis. Parkering.,"Årosveien 241, 4640 Søgne",1990000,Leilighet,Eier (Selveier),2,72 m²,75.0,1,2012,C -oransje,,50 920 kr,2040920.0,1 803 kr,,,2 625 kr per år,,,,,,,,
555,https://www.finn.no/realestate/homes/ad.html?finnkode=205149332,Lys og innbydende 4-roms leilighet med en praktisk planløsning og vest vendt balkong kun 10 min. unna sentrum,"Koboltveien 24, 4629 Kristiansand S",1750000,Leilighet,Andel,3,101 m²,101.0,4,1973,G -rød,427 513 kr,15 553 kr,2193066.0,5 518 kr,,,,,,,,,,,
556,https://www.finn.no/realestate/homes/ad.html?finnkode=196688398,"Blakstadheia - Flott 3-roms endeleilighet med gode solforhold, samt. beliggende i et rolig boligområde","Gullknappveien 175, 4820 Froland",1890000,Leilighet,Eier (Selveier),2,79 m²,84.0,1,2015,B -rød,,55 692 kr,1945692.0,1 000 kr,,,,,,,,,,,
