,url,header,location,price,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Fellesgjeld,Omkostninger,Totalpris,Felleskost/mnd.,Tomt,Tomteareal,Kommunale avg.,Bruttoareal,Rom,Renovert år,Boligselgerforsikring,Pris med fellesgjeld,Grunnflate,Festeavgift,Utleiedel
252,https://www.finn.no/realestate/homes/ad.html?finnkode=175024797,Nyere leilighet på bakkeplan med smart planløsning! | 3 soverom | Solrik veranda | Sentral beliggenhet |,"Ravnåsveien 2A, 4619 Mosby",1990000,Leilighet,Eier (Selveier),3,94 m²,94.0,2,1947,,,50 920 kr,2040920.0,,,,,,4,,,,,,
253,https://www.finn.no/realestate/homes/ad.html?finnkode=203565353,"Sjarmerende enebolig i rekke med uthus, garasje og dobbelt båthus.","Mandalsveien 2482, 4513 Mandal",2200000,Enebolig,Eier (Selveier),3,105 m²,145.0,,1800,G -oransje,,56 170 kr,2256170.0,,,1576 m² (eiet),,,,,,,,,
254,https://www.finn.no/realestate/homes/ad.html?finnkode=187687246,Ime 2 - Enebolig fra 2009 i rolige og barnevennlige omgivelser - 4 soverom - Romslig terrasse - Garasje i rekke!,"Hyllestien 3, 4515 Mandal",2490000,Enebolig,Eier (Selveier),4,141 m²,,,2009,C -oransje,,73 892 kr,2563892.0,,,293 m² (eiet),,,,,,,170 m²,,
255,https://www.finn.no/realestate/homes/ad.html?finnkode=194756279,"Pen og praktisk leilighet med sentral rolig beliggenhet . Vestvendt balkong, garasje og bod. Gode solforhold.","Vesterled 23B, 4879 Grimstad",1500000,Leilighet,Andel,2,65 m²,65.0,2,2007,C -rød,853 808 kr,1 132 kr,2354940.0,10 823 kr,,,,,,,,,,,
256,https://www.finn.no/realestate/homes/ad.html?finnkode=203623770,Enebolig - Nilsesvold - Flott enebolig beliggende i landlige omgivelse. Romslig tomt med gode solforhold. Romslig garasj,"Nilsesvoldveien 78, 4885 Grimstad",3890000,Enebolig,Eier (Selveier),3,141 m²,147.0,2,2015,B -rød,,98 592 kr,3988592.0,,,,11 505 kr per år,,,,,,,,
257,https://www.finn.no/realestate/homes/ad.html?finnkode=170466177,Eksklusiv og delikat nyere enebolig fra 2018 med garasje og 5 soverom. Praktikantdel med gode leieinntekter!,"Løvollbakken 6, 4645 Nodeland",4985000,Enebolig,Eier (Selveier),5,222 m²,261.0,,2017,C -oransje,,125 790 kr,5110790.0,,,,17 457 kr per år,,8,,,,,,
258,https://www.finn.no/realestate/homes/ad.html?finnkode=191140368,Flott 3-roms leilighet med en gjennomgående god standard. Balkong og garasje i kjeller. Heis.,"Smørblomstveien 26 A, 4634 Kristiansand S",3590000,Leilighet,Eier (Selveier),2,87 m²,87.0,2,2013,C -oransje,,,,1 927 kr,,,5 475 kr per år,,,,,,,,
259,https://www.finn.no/realestate/homes/ad.html?finnkode=203569837,BUD MOTTATT! Enebolig beliggende på solrik tomt i landlige omgivelser,"Songdalsvegen 261, 4645 Nodeland",1890000,Enebolig,Eier (Selveier),2,146 m²,193.0,,1959,,,,,,,1089 m² (eiet),7 804 kr per år,208 m²,,,,,,,
260,https://www.finn.no/realestate/homes/ad.html?finnkode=195646766,Enderekkehus over to plan med carport i rekke sentralt på Finsland i et etablert boligområde,"Gangdalen 12C, 4646 Finsland",2190000,Rekkehus,Eier (Selveier),3,114 m²,119.0,2,2010,C -oransje,,56 092 kr,2246092.0,,,,7 080 kr per år,,,,,,,,
261,https://www.finn.no/realestate/homes/ad.html?finnkode=203593113,Delikat og oppusset 4-roms leilighet med stor solrik terrasse! Sjøgløtt. Parkering på sameiets tomt.,"Trollkleiva 12, 4638 Kristiansand S",2790000,Leilighet,Eier (Selveier),3,99 m²,106.0,1,1984,E -rød,22 578 kr,81 870 kr,2894448.0,2 002 kr,,,8 192 kr per år,,,,,,,,
262,https://www.finn.no/realestate/homes/ad.html?finnkode=143636045,"5 SOLGT! STORE GARASJER/LAGERSEKSONER  ØSTRE VATNE - FRA 63 KVM.   PRISER FRA 465.000,-","VATNE ØSTRE  -   GARASJER / LAGERSEKSJONER, 4560 Vanse",465000,warehouse,Eier (Selveier),,,,,,,,,,,Eiet,,,,,,,,1 m²,,
263,https://www.finn.no/realestate/homes/ad.html?finnkode=161346899,Nyere og strøken 4 roms andelsleilighet med fin utsikt i 4.etg - Heis og garasje.,"Skonnertveien 24 4.etg, 4624 Kristiansand S",1320000,business,Andel,3,82 m²,86.0,4,2017,,2 987 500 kr,15 385 kr,4322885.0,5 351 kr,,,,,4,,,,,,
264,https://www.finn.no/realestate/homes/ad.html?finnkode=201994990,Svært påkostet og eksklusiv leilighet med flott beliggenhet - Nydelig utsikt og gode solforhold - 130 kvm gulvareal!,"Østerveien 18, 4631 Kristiansand S",7990000,Leilighet,Eier (Selveier),2,89 m²,89.0,3,2019,D -mørkegrønn,,201 092 kr,8191092.0,3 312 kr,,,,,,,,,,,
265,https://www.finn.no/realestate/homes/ad.html?finnkode=203175844,Enebolig med gode solforhold og flott utsikt I 4sov I 2 bad – ULVEGJELET/FRØYSLAND,"Livegen 31, 4517 Mandal",2990000,Enebolig,Eier (Selveier),4,179 m²,183.0,,1958,,,76 092 kr,3066092.0,0 kr,,1344 m² (eiet),,,,2016,,,,,
266,https://www.finn.no/realestate/homes/ad.html?finnkode=195628297,Romslig leilighet med utsikt til byen og havna - heis i bygget,"Solsiden 18C, 4950 Risør",2650000,Leilighet,Eier (Selveier),1,65 m²,65.0,3,1996,E -rød,,77 820 kr,2727820.0,1 200 kr,,,12 831 kr per år,,,,,,,,
267,https://www.finn.no/realestate/homes/ad.html?finnkode=162040944,Innbydende 3-roms selveierleilighet i god stand fra 2015. Parkering. Ta kontakt med megler for visning.,"Blåbæråsen 41, 4790 Lillesand",2075000,Leilighet,Eier (Selveier),2,65 m²,69.0,1,2015,C -rød,,63 440 kr,2138440.0,1 834 kr,,,6 594 kr per år,,,,,,,,
268,https://www.finn.no/realestate/homes/ad.html?finnkode=194302153,Solrik lekker 3 roms fra 2016 | Strøken leilighet med carport,"Torpveien 5, 4638 Kristiansand S",2550000,Leilighet,Eier (Selveier),2,76 m²,79.0,2,2016,C -oransje,,75 320 kr,2625320.0,900 kr,,,8 370 kr per år,,,,,,,,
269,https://www.finn.no/realestate/homes/ad.html?finnkode=203347641,Innholdsrik enebolig med solrik beliggenhet. 4 soverom. Stor garasje.,"Svarttjønnheia 163, 4645 Nodeland",2990000,Enebolig,Eier (Selveier),4,160 m²,165.0,,2007,,,86 392 kr,3076392.0,,,658 m² (eiet),,181 m²,,,,,,,
270,https://www.finn.no/realestate/homes/ad.html?finnkode=190331130,Toppleilighet med 3 soverom - Vinterstue - Høyt og fritt - Heis og parkering,"Kirkegårdsveien 19, 4847 Arendal",1890000,Leilighet,Eier (Selveier),3,97 m²,102.0,4,,,251 378 kr,54 862 kr,2196240.0,6 429 kr,,1112 m² (eiet),14 435 kr per år,111 m²,,,,,,,
271,https://www.finn.no/realestate/homes/ad.html?finnkode=198235729,"Sentrumsnær leilighet med 3 soverom og 2 bad - Trappefritt, bygget har heis - Parkering","Kirkegårdsveien 19, 4847 Arendal",1690000,Leilighet,Eier (Selveier),3,81 m²,89.0,1,1924,,326 662 kr,51 742 kr,2068404.0,5 335 kr,,,5 224 kr per år,,4,,,,,,
272,https://www.finn.no/realestate/homes/ad.html?finnkode=203364336,"VISNING 28.1 KL. 16! Bie - Stor enebolig med solrik beliggenhet, garasje og sokkelleilighet!","Bieveien 47, 4825 Arendal",4190000,Enebolig,Eier (Selveier),5,211 m²,260.0,,2000,D -oransje,,120 392 kr,4310392.0,,,406 m² (eiet),28 065 kr per år,,,,,,,,
273,https://www.finn.no/realestate/homes/ad.html?finnkode=173386699,"Øvre Helle/Konsmo - Pent enderekkehus med alt på en flate og romslig, solrik tomt! Bud ønskes!","Øvre Helle 13, 4525 Konsmo",1290000,Rekkehus,Eier (Selveier),2,80 m²,94.0,,1974,,,43 892 kr,1333892.0,,,472 m² (eiet),,102 m²,,,,,,,
274,https://www.finn.no/realestate/homes/ad.html?finnkode=180345496,"Øvre Helle/Konsmo - Innholdsrik enebolig på romslig, solrik tomt - Garasje!","Øvre Helle 31, 4525 Konsmo",1350000,Enebolig,Eier (Selveier),3,143 m²,248.0,,1973,E -gul,,45 392 kr,1395392.0,,,990 m² (eiet),,,,,,,,,
275,https://www.finn.no/realestate/homes/ad.html?finnkode=159424692,"Q42 - Lekker hjørneleilighet med vakker utsikt til elven. Stor balkong. Heis. Bygg med servicetilbud, trivsel og trygghe","Tollbodgt 70, Q42, 4614 Kristiansand S",4675000,Leilighet,Eier (Selveier),2,84 m²,88.0,3,2016,,,118 045 kr,4793045.0,2 119 kr,,,10 267 kr per år,,3,,,,,,
276,https://www.finn.no/realestate/homes/ad.html?finnkode=198243456,Trivelig leilighet med 2 soverom og balkong med gode solforhold - Parkering - Trappefritt med heis,"Kirkegårdsveien 19, 4847 Arendal",1390000,Leilighet,Eier (Selveier),2,75 m²,77.0,2,1924,,262 750 kr,42 642 kr,1695392.0,4 400 kr,,,6 868 kr per år,,,2007,,,,,
277,https://www.finn.no/realestate/homes/ad.html?finnkode=190273453,Enebolig m/bakgård!  Gangavstand til alle byens fasiliteter!,"Kirkestredet 2, 4400 Flekkefjord",1800000,Enebolig,Eier (Selveier),2,94 m²,107.0,,1826,G -oransje,,46 170 kr,1846170.0,,,101 m² (eiet),8 650 kr per år,,,,,,,,
278,https://www.finn.no/realestate/homes/ad.html?finnkode=191819410,Meget pen 2-roms toppleilighet m/heis og solrik balkong I Mulighet for kjøp av p-plass i kjeller I Like ved Kvadraturen,"Nygata 5, 4612 Kristiansand S",1190000,Leilighet,Andel,1,43 m²,43.0,,2009,,1 073 206 kr,15 385 kr,2278591.0,7 443 kr,,2586 m² (eiet),,,,,,,,,
279,https://www.finn.no/realestate/homes/ad.html?finnkode=194171696,"Ime 2 - Romslig, innholdsrik familiebolig med sokkelleilighet - Garasje!","Lindeveien 3, 4515 Mandal",3300000,Enebolig,Eier (Selveier),4,189 m²,197.0,,1978,E -gul,,94 142 kr,3394142.0,,,786 m² (eiet),,,,,,,,,
280,https://www.finn.no/realestate/homes/ad.html?finnkode=171006523,NY PRIS! Svært praktisk 1-roms leilighet | Sentral og rolig beliggenhet | Perfekt for førstegangskjøpere,"Ringvegen 23B, 4706 Vennesla",500000,Leilighet,Andel,,23 m²,23.0,1,1963,F -rød,136 068 kr,8 032 kr,644100.0,2 906 kr,,2891 m² (eiet),,,,,,,,,
281,https://www.finn.no/realestate/homes/ad.html?finnkode=180346452,Øvre Helle/Konsmo - Vertikaldelt del av tomannsbolig med alt på en flate - 2 soverom!,"Øvre Helle 23, 4525 Konsmo",850000,Tomannsbolig,Eier (Selveier),2,65 m²,76.0,,1979,G -oransje,,32 892 kr,882892.0,,,436 m² (eiet),,,,,,,,,
282,https://www.finn.no/realestate/homes/ad.html?finnkode=201256362,Lekker leilighet på bryggekanten i sentrum! Nytt i 2014 - Garasjeplass og innglasset balkong med flott utsikt!,"Kystveien 2D, 4841 Arendal",4200000,Leilighet,Eier (Selveier),2,89 m²,109.0,4,2014,C -mørkegrønn,,106 342 kr,4306342.0,3 092 kr,,,12 439 kr per år,,,,,,,,
283,https://www.finn.no/realestate/homes/ad.html?finnkode=169237536,Husmorgaarden - Attraktiv 4-roms. PÅKOSTET KJØKKEN INKL. HVITEVARER!,"Auravegen 4-10 H202, 4700 Vennesla",4590000,Leilighet,Eier (Selveier),3,113 m²,120.0,2,2020,,,212 822 kr,4802822.0,3 133 kr,,,,,4,,,,,,
284,https://www.finn.no/realestate/homes/ad.html?finnkode=202774353,Eksklusiv og påkostet toppleilighet sentralt på Lund | Heis | Garasjeplass |Kjellerbod på ca 12 kvm.,"St. Olavs vei 45A, 4631 Kristiansand S",6000000,Leilighet,Eier (Selveier),2,80 m²,84.0,4,2018,,20 673 kr,151 342 kr,6172015.0,4 002 kr,,,,,3,,,,,,
285,https://www.finn.no/realestate/homes/ad.html?finnkode=183095812,Innholdsrik enebolig med barnevennlig beliggenhet - Boligen er tilrettelagt med 2 hybler,"Høylandsveien 18, 4560 Vanse",2190000,Enebolig,Eier (Selveier),5,216 m²,216.0,2,1981,G -oransje,,58 670 kr,2248670.0,,,,11 345 kr per år,,,,,,,,
286,https://www.finn.no/realestate/homes/ad.html?finnkode=201352608,"Nyere, moderne leilighet med strandpromenaden og havet som nærmeste nabo! Flott sjøutsikt | Mulighet for p-plass | 108m2","Holbergs gate 1A, 4608 Kristiansand S",8690000,Leilighet,Eier (Selveier),3,108 m²,108.0,1,2019,C -mørkegrønn,,218 420 kr,8908420.0,1 466 kr,,,,,,,,,,,
287,https://www.finn.no/realestate/homes/ad.html?finnkode=180398672,Kvarstein  |  Innholdsrik leilighet  |  4 soverom  |  2 stuer  |  Vestvendt veranda  |  Garasje,"Høylandsvegen 65A, 4708 Vennesla",2050000,Leilighet,Eier (Selveier),4,107 m²,107.0,1,1992,,,60 022 kr,2110022.0,650 kr,,,8 526 kr per år,,6,,,,,,
288,https://www.finn.no/realestate/homes/ad.html?finnkode=194974706,Tiltalende og innholdsrik enebolig med attraktiv og barnevennlig beliggenhet - Dobbel garasje med innredet loft,"Løvsangervegen 54, 4708 Vennesla",3390000,Enebolig,Eier (Selveier),3,151 m²,151.0,2,2002,C -gul,,85 920 kr,3475920.0,,,,14 169 kr per år,,,,,,,,
289,https://www.finn.no/realestate/homes/ad.html?finnkode=189477561,Lekker og innholdsrik enebolig med garasje - Barnevennlig - Gode solforhold - Felles grøntanlegg - Takterrasse,"Rakkestad 14C, 4708 Vennesla",3590000,Enebolig,Eier (Selveier),3,145 m²,147.0,3,2016,C -oransje,,90 920 kr,3680920.0,,,,12 117 kr per år,,,,,,,,
290,https://www.finn.no/realestate/homes/ad.html?finnkode=189479707,Flott 3-roms selveierleilighet med utsikt - Garasjeplass i lukket anlegg - Gode solforhold - Barnevennlig - Heis,"Granmeisvegen 1F, 4708 Vennesla",2190000,Leilighet,Eier (Selveier),2,71 m²,71.0,2,2016,D -oransje,,55 920 kr,2245920.0,1 749 kr,,,8 644 kr per år,,,,,,,,
291,https://www.finn.no/realestate/homes/ad.html?finnkode=195063259,Pen og tiltalende selveierleilighet over 2 plan - Barnevennlig beliggenhet - Carport - Mulighet for gode leieinntekter,"Snømyr 2D, 4708 Vennesla",2890000,Leilighet,Eier (Selveier),5,162 m²,162.0,3,2011,B -rød,,73 420 kr,2963420.0,290 kr,,,18 133 kr per år,,,,,,,,
292,https://www.finn.no/realestate/homes/ad.html?finnkode=174626183,"Koselig enebolig, landlig og sentralt på Lista. Garasje. For visning, ring mob.95 09 09 92","Museumsveien 1, 4560 Vanse",1450000,Enebolig,Eier (Selveier),5,138 m²,175.0,3,1957,F -gul,,42 020 kr,1492020.0,,,,9 011 kr per år,,,,,,,,
293,https://www.finn.no/realestate/homes/ad.html?finnkode=202805802,Lys og romslig 3-roms i 2. etg| Garasjeplass | Balkong |Høy standard | Romstølen Park,"Moldfaret 2G, 4848 Arendal",2690000,Leilighet,Eier (Selveier),2,75 m²,79.0,32,2018,C -mørkegrønn,,68 592 kr,2758592.0,2 906 kr,,,,,,,,,,,
294,https://www.finn.no/realestate/homes/ad.html?finnkode=202881228,Idyllisk småbruk med ferdig regulert hytte/boligfelt. Lang strandlinje.,"Ravneheiveien 710, 4550 Farsund",13590000,Gårdsbruk/Småbruk,Eier (Selveier),3,99 m²,99.0,2,1907,,,340 920 kr,13930920.0,,,149044 m² (eiet),3 835 kr per år,,,,,,,,
295,https://www.finn.no/realestate/homes/ad.html?finnkode=191119969,Ta kontakt for visning! | Moderne 4-roms selveier | Sentrumsnært |Oppstilt 2020 | Lav dok.avg | Flotte turområder,"Næpetrøveien 3a, 4790 Lillesand",3490000,Leilighet,Eier (Selveier),3,97 m²,101.0,1,2020,D -rød,,30 892 kr,3520892.0,,,,11 366 kr per år,,,,,,,,
296,https://www.finn.no/realestate/homes/ad.html?finnkode=199871074,Vågsbygd -  Ny 1/2 part av tomannsbolig tilrettelagt for praktikantdel - garasjeplass - solrikt,"Vågsbygd ringvei 9, 4620 Kristiansand S",4740000,Tomannsbolig,Eier (Selveier),2,100 m²,100.0,1,2020,,,,,,,1314 m² (eiet),8 655 kr per år,,,,,,,,
297,https://www.finn.no/realestate/homes/ad.html?finnkode=202746061,"Enebolig m/integrert garasje, nyere kjøkken og bad i barnevennlig og solrikt område.","Møllevannsveien 93A, 4617 Kristiansand S",3690000,Enebolig,Eier (Selveier),4,99 m²,139.0,3,1960,G -oransje,,86 092 kr,3776092.0,,,,10 338 kr per år,,,,,,,,
298,https://www.finn.no/realestate/homes/ad.html?finnkode=191101826,Nedenes - Lys og arealeffektiv 3-roms selveierleilighet med fin utsikt - Carport med sportsbod!,"Tjæreblomstheia 35 F, 4823 Nedenes",2090000,Leilighet,Eier (Selveier),2,59 m²,62.0,,2016,D -oransje,,66 552 kr,2156552.0,1 500 kr,,3102 m² (eiet),,,,,,,,,
299,https://www.finn.no/realestate/homes/ad.html?finnkode=192618408,Nyere 4-romsleilighet | Nydelig utsikt | Flotte turområder | Familievennlig område,"Midtheilia 42B, 4645 Nodeland",2650000,Leilighet,Eier (Selveier),3,81 m²,84.0,2,2015,B -rød,,67 592 kr,2717592.0,,,,10 303 kr per år,,,,,,,,
300,https://www.finn.no/realestate/homes/ad.html?finnkode=180349360,Svært flott 3 roms leilighet med stor uteplass - flott utsikt - enkel adkomst!,"Engelshei 3B, 4790 Lillesand",2190000,Leilighet,Eier (Selveier),2,66 m²,66.0,1,2012,,,55 920 kr,2245920.0,1 452 kr,,,5 627 kr per år,,3,,,,,,
301,https://www.finn.no/realestate/homes/ad.html?finnkode=201907032,Stor og moderne leilighet med strandpromenaden og havet som nærmeste nabo! Fin sjøutsikt | Mulighet for p-plass | 125m2,"Holbergs gate 1A, 4608 Kristiansand S",10690000,Leilighet,Eier (Selveier),3,125 m²,125.0,1,2019,C -mørkegrønn,,268 420 kr,10958420.0,,,,,,,,,,,,
302,https://www.finn.no/realestate/homes/ad.html?finnkode=191893503,Lekker 2-roms selveierleilighet med uinnredet loft - Garasje og sportsbod - Solrik balkong - Barnevennlig,"Blåmeisvegen 2B, 4708 Vennesla",1650000,Leilighet,Eier (Selveier),1,47 m²,47.0,2,2016,B -rød,,42 420 kr,1692420.0,1 042 kr,,,9 004 kr per år,,,,,,,,
303,https://www.finn.no/realestate/homes/ad.html?finnkode=202386068,"Tveit -  Flott og oppusset enebolig med landlig, usjenert og meget solrik tomt på ca 3600 kvm","Topdalsveien 208, 4658 Tveit",3790000,Enebolig,Eier (Selveier),4,138 m²,193.0,3,1947,,,93 592 kr,3883592.0,,,,12 840 kr per år,,5,,,,,,
304,https://www.finn.no/realestate/homes/ad.html?finnkode=202820241,MJÅVANN - Innholdsrik frittliggende enebolig over 2 plan med utleie i u.etg.,"Høglivegen 8, 4628 Kristiansand S",2990000,Enebolig,Eier (Selveier),6,182 m²,182.0,2,1963,F -oransje,,76 092 kr,3066092.0,,,,6 292 kr per år,,,,,,,,
305,https://www.finn.no/realestate/homes/ad.html?finnkode=194217347,Lekker 2-roms leilighet fra 2020 med innglasset balkong I Heis I Mulighet for parkering I Moderne I Klar til innflytting,"Bispegra 20, 4631 Kristiansand S",2850000,Leilighet,Eier (Selveier),1,48 m²,55.0,,2020,,,21 070 kr,2871070.0,1 978 kr,,5054 m² (eiet),,,2,,,,,,
306,https://www.finn.no/realestate/homes/ad.html?finnkode=205149332,Lys og innbydende 4-roms leilighet med en praktisk planløsning og vest vendt balkong kun 10 min. unna sentrum,"Koboltveien 24, 4629 Kristiansand S",1750000,Leilighet,Andel,3,101 m²,101.0,4,1973,G -rød,427 513 kr,15 553 kr,2193066.0,5 518 kr,,,,,,,,,,,
307,https://www.finn.no/realestate/homes/ad.html?finnkode=202846318,Vennesla - Flott eiendom med 3 boenheter - Solrikt og flott utsikt - Gode leieinntekter - Sentralt,"Brandetoppen 2, 4700 Vennesla",6490000,Enebolig,Eier (Selveier),9,326 m²,397.0,,1962,,,173 892 kr,6663892.0,,,1301 m² (eiet),29 204 kr per år,423 m²,,,,,,,
308,https://www.finn.no/realestate/homes/ad.html?finnkode=144862006,Flott del av tomannsbolig med stor solrik terrasse - Fin utsikt,"Heptekjerrvegen 47B, 4707 Vennesla",1590000,Tomannsbolig,Eier (Selveier),2,79 m²,85.0,1,2007,D -oransje,,40 920 kr,1630920.0,293 kr,,,11 064 kr per år,,,,,,,,
309,https://www.finn.no/realestate/homes/ad.html?finnkode=195538014,3 stk. 3-roms rekkehusleiligheter - selveier -  Evje Park - ring megler og avtal visning,"Bjoråvegen 66, 4735 Evje",990000,Rekkehus,Eier (Selveier),2,43 m²,44.0,1,2004,D -rød,,36 292 kr,1026292.0,500 kr,,,5 335 kr per år,,,,,,,,
310,https://www.finn.no/realestate/homes/ad.html?finnkode=202896548,Bråvann - Påkostet leilighet fra 2017 med to soverom - hyggelig uteplass - trappefri adkomst!,"Bråvann platå 77, 4624 Kristiansand S",2250000,Leilighet,Eier (Selveier),2,67 m²,71.0,1,2017,,,64 692 kr,2314692.0,1 775 kr,,1656 m² (eiet),,,,,,,,,
311,https://www.finn.no/realestate/homes/ad.html?finnkode=190896090,Vennesla/Heptekjerr - Nyere og lys 2-roms leilighet - Solrikt - Garasje,"Heptekjerrvegen 25A, 4707 Vennesla",1190000,Leilighet,Eier (Selveier),1,36 m²,39.0,1,2014,,,38 192 kr,1228192.0,1 000 kr,,862 m² (eiet),7 328 kr per år,,,,,,,,
312,https://www.finn.no/realestate/homes/ad.html?finnkode=196544485,Vågsbygd - 3 roms med solrik balkong og hage - Modernisert innv/utvendig til lavenergi. Nær buss og Amfi-senteret.,"Åsveien 4, 4620 Kristiansand S",1290000,Leilighet,Andel,2,66 m²,66.0,2,1951,,452 360 kr,15 553 kr,1757913.0,5 315 kr,,1152 m² (eiet),,,,,,,,,
313,https://www.finn.no/realestate/homes/ad.html?finnkode=195718257,DVERGSNES - Stilren 2-roms selveierleil. m/heis og p-plass i u.etg. - Solrik platting - Lave felleskostn. inkl. oppvarm.,"Dvergsnesknatten 24, 4639 Kristiansand S",1990000,Leilighet,Eier (Selveier),1,51 m²,55.0,1,2012,,,51 092 kr,2041092.0,2 370 kr,,4185 m² (eiet),2 920 kr per år,,,,,,,,
314,https://www.finn.no/realestate/homes/ad.html?finnkode=199569426,Lys og romslig 3-roms toppleilighet med stor inneglasset balkong. Visning etter avtale,"Gamle Mandalsvei 16, 4617 Kristiansand S",1390000,Leilighet,Andel,2,60 m²,72.0,12,1956,,255 462 kr,5 432 kr,1650894.0,4 909 kr,,2425 m² (eiet),,,,,,,,,
315,https://www.finn.no/realestate/homes/ad.html?finnkode=196469346,"NEDENES - Fin, lettstelt hjørneleilighet i 2.et. med 2 soverom og usjenert balkong","Valsolveien 16F, 4823 Nedenes",1590000,Leilighet,Andel,2,59 m²,63.0,2,2005,E -rød,,960 kr,1590960.0,3 900 kr,,,,,,,,,,,
316,https://www.finn.no/realestate/homes/ad.html?finnkode=196545003,TA KONTAKT FOR VISNING. Flott og innholdsrikt rekkehus med sentral beliggenhet-Veranda-Terrasse-Hage,"Bronseveien 5C, 4629 Kristiansand S",2290000,Rekkehus,Andel,4,99 m²,103.0,,1964,G -oransje,147 924 kr,15 553 kr,2453477.0,4 044 kr,,3827 m² (eiet),,,,,,,,,
317,https://www.finn.no/realestate/homes/ad.html?finnkode=202692828,"FRØYSLAND - Romslig og innholdsrik familiebolig med usjenert, solrik terrasse og garasje i et etablert område!","Livegen 32, 4517 Mandal",3190000,Enebolig,Eier (Selveier),4,202 m²,221.0,,1960,,,91 392 kr,3281392.0,,,532 m² (eiet),,242 m²,,,,,,,
318,https://www.finn.no/realestate/homes/ad.html?finnkode=196482160,Randesund/fidjeåsen - Flott horisontaldelt halvpart av tomannsbolig - Nærhet til flotte turområder - Garasje,"Fidjeåsen 1A, 4639 Kristiansand S",2790000,Tomannsbolig,Eier (Selveier),,86 m²,104.0,,2001,,,78 192 kr,2868192.0,273 kr,,288 m² (eiet),8 599 kr per år,116 m²,,,Ja,,,,
319,https://www.finn.no/realestate/homes/ad.html?finnkode=187881069,Lys og innholdsrik selveierleilighet med god planløsning - attraktivt og bynært på Lund/Kuholmen - kan overtas raskt,"Randesunds gate 13, 4632 Kristiansand S",3370000,Leilighet,Eier (Selveier),,97 m²,97.0,1,1939,G -rød,,95 792 kr,3465792.0,1 209 kr,,618 m² (eiet),9 429 kr per år,,,,,,,,
320,https://www.finn.no/realestate/homes/ad.html?finnkode=197094158,Flekkerøy - Spennende eneboligprosjekt for deg som er handy,"Vesterøya 97, 4625 Flekkerøy",1990000,Enebolig,Eier (Selveier),3,166 m²,220.0,3,1984,G -rød,,51 092 kr,2041092.0,,,,7 720 kr per år,,,,,,,,
321,https://www.finn.no/realestate/homes/ad.html?finnkode=194070717,Påmeldingsvisning søn. 31/1 kl. 13 - Enebolig med utleiemulighet beliggende på romslig tomt - Frittliggende anneks -,"Fagerliveien 6, 4820 Froland",2190000,Enebolig,Eier (Selveier),,153 m²,159.0,,1970,F -oransje,,70 420 kr,2260420.0,,,1718 m² (eiet),6 003 kr per år,174 m²,,,,,,,
322,https://www.finn.no/realestate/homes/ad.html?finnkode=195327479,Lund - Flott 1-roms endeleilighet med sentral beliggenhet og god standard,"Marviksveien 9, 4631 Kristiansand S",935000,Leilighet,Andel,,24 m²,24.0,5,1960,,228 438 kr,5 432 kr,1168870.0,2 494 kr,,965 m² (eiet),,27 m²,,,,,,,
323,https://www.finn.no/realestate/homes/ad.html?finnkode=172230569,Søgne - Populær beliggenhet! Flott 4-roms toppleilighet med 2 terrasser og 2 p-plasser!,"Torvmoen 88, leil HO403, 4640 Søgne",5200000,Leilighet,Eier (Selveier),2,127 m²,127.0,4,2015,,,131 170 kr,5331170.0,1 420 kr,,,,,4,,,,,,
324,https://www.finn.no/realestate/homes/ad.html?finnkode=166442002,Ta kontakt for visning! - Nyoppført del av tomannsbolig med sentral beliggenhet - God standard - 2 bad - Garasje,"Lundeveien 142A, 4640 Søgne",2600000,Tomannsbolig,Eier (Selveier),3,112 m²,116.0,,2019,,,20 942 kr,2620942.0,,,1256 m² (eiet),,,,,,,,,
325,https://www.finn.no/realestate/homes/ad.html?finnkode=202718423,Bystranda Park - Delikat 2-roms selveierleilighet. Plussbolig med flere fellesarealer. Heis i bygget.,"Skansen 8, 4608 Kristiansand S",2990000,Leilighet,Eier (Selveier),1,52 m²,52.0,2,2012,,4 049 kr,79 792 kr,3073841.0,2 998 kr,,5380 m² (eiet),,,,,,,,,
326,https://www.finn.no/realestate/homes/ad.html?finnkode=202697775,Visning 26.01! Tinnheia  |  Totalrenovert 4-roms leilighet  |  Høy standard  |  Vestvendt balkong med kveldssol,"Koboltveien 8, 4629 Kristiansand S",1790000,Leilighet,Andel,,102 m²,102.0,1,1973,,427 513 kr,5 262 kr,2222775.0,5 518 kr,,62536 m² (festet),,,,,,,,163 000 kr,
327,https://www.finn.no/realestate/homes/ad.html?finnkode=191016097,"Enebolig, takterrasse med sjøutsikt. Usjenert, idyllisk og barnevennlig. Tilgjengelig båtplass til leie.","Dvergsnesstien 25, 4639 Kristiansand S",4999999,Enebolig,Eier (Selveier),3,126 m²,127.0,,2016,C -rød,,135 972 kr,5135971.0,,,289 m² (eiet),15 333 kr per år,,,,,,,,
